name,category_code,status,funding_total_usd
Advanced Cell Technology,biotech,operating,27777000
Terra Green Energy,cleantech,operating,80000
Just Between Friends,ecommerce,operating,1065500
Tetragenetics,biotech,operating,3466539
Polyera,semiconductor,operating,29640000
Telecoast Communications,network_hosting,closed,300000
Nuforce,hardware,operating,1876620
WellAWARE Systems,biotech,acquired,10810000
Berkeley Design Automation,software,operating,20250000
Algenol Biofuel,cleantech,operating,25000000
Clearfuels Technology,cleantech,operating,23000000
ZeaChem,cleantech,operating,44000000
SiC Processing,semiconductor,operating,1770000
Metabolon,biotech,operating,27100000
Aniboom,games_video,operating,14500000
Svelte Medical Systems,medical,operating,63288621
Traackr,social,operating,2466995
BMRW & Associates,social,operating,874687
Penthera Partners,mobile,operating,7800000
CouchOne,software,closed,2000000
Therasis,biotech,closed,12000000
Micronotes,analytics,operating,301076
LayerBoom,network_hosting,acquired,200000
DNA Games,games_video,acquired,2000000
ExSafe,software,operating,1200000
itzbig,search,closed,4000000
LabNow,biotech,operating,34605000
Design Clinicals,software,operating,432299
Five Star Technologies,other,closed,13222860
Perillon Software,software,operating,1325000
Alternative Green Technologies,cleantech,closed,10000
TransMedics,medical,operating,137173982
Raser Technologies,cleantech,ipo,30000000
Tigerlily,advertising,operating,1300000
Movitas Mobile,mobile,operating,3000000
Medius,software,closed,3693500
Axenic Dental,medical,operating,3444598
Clarity Health Services,ecommerce,operating,11219390
Yunait,web,operating,2894000
Dashwire,mobile,acquired,5056559
FanGager (MyBrandz),web,operating,400000
Myriant Technologies,biotech,operating,110000000
Vivid Logic,games_video,acquired,5999997
Nautilus Neurosciences,biotech,operating,42755532
Solar Nation,cleantech,operating,2000000
Moonshado,messaging,operating,300000
Nexidia,analytics,operating,38982526
MC10,health,operating,40658131
CloudShare,enterprise,operating,20000000
Mobile Armor,security,acquired,9000000
Acousticeye,cleantech,operating,13000000
AdHack,advertising,operating,81874
Crisp,other,operating,25000
Pfenex,biotech,operating,24000000
Media Convergence Group,news,operating,3200000
Internet Gold - Golden Lines,network_hosting,ipo,79000000
Palisade Systems,enterprise,acquired,6582502
Morvus Technology,biotech,operating,3300000
Personal Factory,manufacturing,operating,4532040
EnergySavvy.com,software,operating,5943058
eXperticity,software,operating,2700000
Fuecotech,cleantech,operating,21038087
Atomic Moguls,web,operating,1050000
HipChat,messaging,acquired,100000
Novus Energy,cleantech,operating,14878676
Quickfilter Technologies,semiconductor,operating,1678446
Addoway,ecommerce,operating,50000
Tatara Systems,mobile,acquired,33000000
CritiTech,biotech,operating,5233000
Overinteractive Media,web,operating,138533
DataRose,software,closed,100000
SuVolta,semiconductor,operating,65478582
Signpost,software,operating,15000000
Upaid Systems,mobile,operating,1276105
Vital Therapies,biotech,operating,154401216
Isto Technologies,biotech,operating,14082326
Isagen,cleantech,operating,140000000
Sikorsky Aircraft,manufacturing,operating,54600000
Galectin Therapeutics,biotech,ipo,9514000
Biofuelbox,cleantech,operating,5200000
Formotus,software,operating,225500
Pixability,advertising,operating,5260157
Sentillion,software,acquired,32150000
EVOFEM,health,operating,25000000
Whitfield Solar,cleantech,closed,4460016
Marketo,software,ipo,108400000
Cryptic Software,security,operating,3211701
SupportSpace,software,operating,36250000
Doyenz,enterprise,operating,11800159
Notify Technology,mobile,acquired,248502
ClearViewÂ™ Audio,manufacturing,operating,20245000
Trunity,education,ipo,4491500
Bonobos,ecommerce,operating,74650016
OpGen,biotech,operating,69202964
Opalis Software,software,acquired,8500000
Outsmart,mobile,acquired,17000000
Circassia,biotech,operating,122801993
eZelleron,hardware,operating,3535200
New Earth Solutions,cleantech,operating,12365937
Diurnal,biotech,operating,1511273
Electron Database,software,operating,500000
PharmMD,health,operating,8800000
GuestSpan,software,operating,450000
Edusoft,other,acquired,1000000
Hibernater,web,operating,50000
Olapic,web,operating,6000000
Edmodo,education,operating,40000000
eYeka,software,operating,9340000
StarStreet,sports,operating,2100000
Voltari,advertising,ipo,273834120
Attentio,analytics,operating,786000
FlexEnergy,cleantech,operating,23700000
Noovo,web,operating,426960
Acucar Guarani,other,closed,45400000
Agile Energy,cleantech,operating,26040000
CheckPoint HR,enterprise,operating,2500000
Minggl,network_hosting,closed,1000000
Mindbloom,web,operating,3200000
Netlog,web,operating,6659000
vpod.tv,enterprise,operating,5100000
LeanStream Media,software,closed,2340000
Detectent,analytics,operating,45473
Palmaz Scientific,medical,operating,27113000
Contractually,software,operating,46178
AudioMicro,games_video,operating,1250000
Zevez Corporation,software,operating,1953038
Letsgofordinner,hospitality,operating,140000
Venmo,mobile,acquired,1200000
VoiceBox Technologies,software,operating,8267208
NextIO,hardware,closed,49600000
Rapid Mobile,,operating,4183800
Boomerang.com,web,operating,1560000
Vendavo,software,operating,15000000
Sinocom Pharmaceutical,biotech,operating,15000000
Relume Technologies,manufacturing,acquired,7000000
hetras,software,operating,8475000
D-Wave Systems,semiconductor,operating,66223982
Publish2,enterprise,operating,2750000
On-Q-ity,biotech,operating,31000000
ActivIdentity,enterprise,acquired,5422959
MoneyExpert,web,operating,49673285
Cellufun,games_video,operating,5234076
NanoGram,nanotech,operating,54700000
Netformx,enterprise,operating,12000000
Xoopit,web,acquired,6500000
BackOffice Associates,enterprise,operating,30000000
INVISION,software,operating,44616400
Vtion Wireless Technology,mobile,operating,21000000
Teranetics,semiconductor,acquired,52800000
Wisair,semiconductor,closed,55833663
Norstel,semiconductor,operating,41806500
Jiva Technology,web,operating,1000000
Status Overload,software,closed,250000
Newport Media,semiconductor,operating,66000000
Yoggie Security Systems,hardware,acquired,2800000
Daz 3d,games_video,operating,4200000
Closely,software,operating,4103845
NeuroPace,biotech,operating,67000000
Ascenta Therapeutics,biotech,operating,1800180
Horizon Pharma,biotech,ipo,304404982
Sonexa Therapeutics,biotech,operating,34224981
Daylight Solutions,biotech,operating,31000000
BetaBrand,ecommerce,operating,8204000
The American Academy,education,operating,11900000
Zeo,analytics,closed,26138500
CitizenNet,advertising,operating,799996
Arrayent,software,operating,12638309
Natcore Technology,cleantech,operating,5817465
Databanq,search,operating,5000000
Acceleron Pharma,biotech,operating,111851121
Xplore Technologies,mobile,ipo,8070000
Quartix,other,operating,23865187
Reveal Imaging Technologies,security,acquired,25300000
Kobo,ecommerce,acquired,15049874
R&V,advertising,closed,20000000
My Health Direct,web,operating,13033924
ePAC Technologies,software,operating,46000000
EPAC Software Technologies,enterprise,operating,20000000
Ophthotech,biotech,operating,205000000
eRepublik,games_video,operating,3884570
LegiTime Technologies,messaging,closed,4000000
Melodeo,games_video,acquired,7900000
Nasuni,enterprise,operating,43000000
Reality Digital,software,operating,8300000
Argyle Security,security,ipo,10450000
ClearPoint Learning Systems,software,operating,6900000
Mobango,games_video,operating,9575858
Integrys AssetPoint,software,operating,5500000
Grapeshot,software,operating,2445506
CiraNova,hardware,acquired,17797546
Spongecell,advertising,operating,10000000
Panopto,enterprise,operating,8063806
BillGuard,security,operating,13000000
Forte Netservices,enterprise,operating,5120000
ByAllAccounts,finance,operating,10000000
Q-Layer,software,acquired,10669070
Elonics,semiconductor,closed,13500000
Peak8 Partners,software,operating,5000000
Arctic Silicon Devices,semiconductor,acquired,5294000
BuyWithMe,ecommerce,acquired,36500000
Emulis,enterprise,operating,4350000
Proficiency,software,operating,9250000
VipVenta,ecommerce,operating,4040000
Odotech,other,operating,4020000
JNJ Mobile,mobile,operating,7500000
DataArt,software,operating,4000000
ArcMail,enterprise,operating,3000000
Bluenog,enterprise,operating,4000000
Astute Networks,enterprise,operating,34109278
NComputing,software,operating,57800000
Mojo Mobility,mobile,operating,3763860
Blazent,enterprise,operating,44441927
UpStart Mobile,mobile,operating,8055000
Solaire Generation,cleantech,operating,35000
Azuna,news,closed,300000
DigitalPost Interactive,web,closed,1441525
Fixstars,software,operating,1770456
Affordit.com,ecommerce,operating,600000
GateRocket,medical,operating,6230757
GenomeQuest,software,operating,11200000
Nursenav,software,operating,372860
Creative Circle Advertising Solutions,advertising,operating,2250000
SmartDrive Systems,analytics,operating,128149887
interclick,advertising,acquired,18100000
Genomed,biotech,operating,389000
Carmell Therapeutics,biotech,operating,2940797
Cloud9,enterprise,operating,21600000
3P Biopharmaceuticals,biotech,operating,4783500
Ace Metrix,advertising,operating,18700000
Cytocentrics,biotech,operating,4346975
Pure Klimaschutz,cleantech,closed,1250000
Optimata,biotech,operating,1500000
Article One Partners,software,operating,10000000
Mirna Therapeutics,biotech,operating,58249995
CXR Biosciences,biotech,operating,2555672
Mindshare Technologies,enterprise,operating,38999996
Waypoint Health Innovatoins,health,operating,87500
Incipient,software,operating,59700000
Digital Reef,enterprise,acquired,20000000
Akorri Networks,software,acquired,48730000
Chai Labs,software,acquired,1100000
Paperless Post,messaging,operating,6000000
Kardia Health Systems,enterprise,closed,18400000
Mayo Clinic Rochester,biotech,operating,8800000
zulily,ecommerce,ipo,138600000
Rocketfuel Games,games_video,operating,1504723
JagTag,mobile,acquired,3628372
OneWire,finance,operating,11851536
Bioheart,biotech,operating,712500
Trefis,analytics,operating,2130000
Biodesy,biotech,operating,15000000
Mo-DV,mobile,operating,7158750
Metaversum,web,operating,6260000
Creative Logic Media,consulting,closed,50000
GreenHunter Energy,cleantech,operating,37600000
Hubsphere,enterprise,closed,1434300
FieldView Solutions,enterprise,operating,4750000
Regado Biosciences,biotech,ipo,157000000
Neurocrine Biosciences,biotech,operating,10000000
XM Radio,public_relations,acquired,200000000
NeuWave Medical,medical,operating,26676912
NanoVasc,biotech,operating,4700000
Adnavance Technologies,biotech,closed,7588201
Omgili,search,operating,600000
Combinent Biomedical Systems,biotech,operating,2850000
Molecular Partners,biotech,operating,59760000
Afferent Pharmaceuticals,biotech,operating,33000000
SunBorne Energy,cleantech,operating,43600000
Acton Pharmaceuticals,biotech,acquired,36700005
Provasculon,biotech,operating,6000000
Pentagon Chemicals,manufacturing,operating,3260675
CS-Keys,biotech,closed,6535000
Plurality,hardware,operating,12000000
enGene,biotech,operating,19650000
Affomix Corporation,biotech,operating,7000000
Kyte,games_video,acquired,23350000
Population Genetics Technologies,biotech,operating,13114904
WiserTogether,health,operating,10453775
School of Everything,web,operating,693874
Plyce,web,operating,1250200
Tubaloo,public_relations,operating,1250000
Thwapr,photo_video,closed,2000000
Digitiliti,enterprise,operating,2117844
Oclaro,hardware,ipo,28758328
Xtellus,public_relations,acquired,8000000
Bella Pictures,web,operating,10300000
Optony,cleantech,operating,6000000
Placecast,mobile,operating,8000000
REGiMMUNE Corporation,biotech,operating,11800000
Knopp Neurosciences,biotech,operating,28500001
Auris Medical,medical,operating,60680000
BioVascular,biotech,operating,10870000
EyeGate Pharmaceuticals,biotech,operating,54468971
ProcessUnity,software,operating,6690000
InEnTec,cleantech,operating,4945644
WebFilings,software,operating,51894150
Consert,cleantech,acquired,14555456
Ping Identity Corporation,security,operating,78913000
Orugga,mobile,operating,80000
Fresco Microchip,semiconductor,operating,48000000
Fishbowl,advertising,operating,19000000
MobGold,advertising,operating,14000000
StartupDigest,news,acquired,200000
Habbo,games_video,operating,8200000
Music180.com,music,operating,1000000
cafegive,nonprofit,operating,1863000
10BestThings,web,closed,50000
Humanoid,software,acquired,1100000
Hatteras Networks,software,acquired,36000000
Naubo,web,closed,200000
Oryzon Genomics,biotech,operating,17024700
MasterImage 3D,hardware,operating,15000000
Attune Foods,health,operating,5000000
PhaseRx,biotech,operating,25500067
Deltagen,biotech,operating,2775000
Benten BioServices,biotech,acquired,4259323
Oxford Nanopore Technologies,nanotech,operating,211725151
Familybuilder,web,operating,1500000
Merrill Technologies Group,manufacturing,operating,3000000
Countdown To Buy,real_estate,operating,1100000
Jenkins & Davies Mechanical Engineering,manufacturing,operating,2455450
DJTUNES.COM,ecommerce,operating,798000
nexTune,music,operating,250000
